NAME                                                                           VERSION                                                  TYPE                            
jstransformer                                                                  1.0.0                                                    npm                             
jsx-runtime                                                                    1.0.0                                                    npm                             
just-diff                                                                      6.0.2                                                    npm                             
just-diff-apply                                                                5.5.0                                                    npm                             
keyv                                                                           4.5.4                                                    npm           (+1 duplicate)    
kind-of                                                                        3.2.2                                                    npm                             
launch-editor                                                                  2.6.1                                                    npm                             
lazy-cache                                                                     2.0.2                                                    npm                             
lazy_static                                                                    1.5.0                                                    rust-crate    (+1 duplicate)    
ldap3                                                                          2.9.1                                                    python                          
leaflet                                                                        1.9.4                                                    npm                             
leaflet-draw                                                                   1.0.4                                                    npm                             
leaflet.locatecontrol                                                          0.89.0                                                   npm                             
less                                                                           3.13.1                                                   npm                             
less                                                                           4.2.0                                                    npm                             
less                                                                           590-2.1~deb12u2                                          deb                             
leven                                                                          3.1.0                                                    npm                             
levn                                                                           0.4.1                                                    npm           (+1 duplicate)    
libacl1                                                                        2.3.1-3                                                  deb                             
libapt-pkg6.0                                                                  2.6.1                                                    deb                             
libasound2                                                                     1.2.8-1+b1                                               deb                             
libasound2-data                                                                1.2.8-1                                                  deb                             
libassuan0                                                                     2.5.5-5                                                  deb                             
libasyncns0                                                                    0.8-6+b3                                                 deb                             
libatk1.0-0                                                                    2.46.0-5                                                 deb                             
libatspi2.0-0                                                                  2.46.0-5                                                 deb                             
libattr1                                                                       1:2.5.1-4                                                deb                             
libaudit-common                                                                1:3.0.9-1                                                deb                             
libaudit1                                                                      1:3.0.9-1                                                deb                             
libblkid1                                                                      2.38.1-5+deb12u3                                         deb                             
libbpf1                                                                        1:1.1.2-0+deb12u1                                        deb                             
libbrotli1                                                                     1.0.9-2+b6                                               deb                             
libbsd0                                                                        0.11.7-2                                                 deb                             
libbz2-1.0                                                                     1.0.8-5+b1                                               deb                             
libc                                                                           0.2.186                                                  rust-crate    (+1 duplicate)    
libc-bin                                                                       2.36-9+deb12u14                                          deb                             
libc6                                                                          2.36-9+deb12u14                                          deb                             
libcairo2                                                                      1.16.0-7                                                 deb                             
libcap-ng0                                                                     0.8.3-1+b3                                               deb                             
libcap2                                                                        1:2.66-4+deb12u3+b1                                      deb                             
libcap2-bin                                                                    1:2.66-4+deb12u3+b1                                      deb                             
libcom-err2                                                                    1.47.0-2+b2                                              deb                             
libconfig-inifiles-perl                                                        3.000003-2+deb12u1                                       deb                             
libcrypt1                                                                      1:4.4.33-2                                               deb                             
libcurl3-gnutls                                                                7.88.1-10+deb12u15                                       deb                             
libcurl4                                                                       7.88.1-10+deb12u15                                       deb                             
libdatrie1                                                                     0.2.13-2+b1                                              deb                             
libdav1d6                                                                      1.0.0-2+deb12u1                                          deb                             
libdb5.3                                                                       5.3.28+dfsg2-1                                           deb                             
libdbus-1-3                                                                    1.14.10-1~deb12u1                                        deb                             
libdebconfclient0                                                              0.270                                                    deb                             
libdouble-conversion3                                                          3.2.1-1                                                  deb                             
libdrm-amdgpu1                                                                 2.4.114-1+b1                                             deb                             
libdrm-common                                                                  2.4.114-1                                                deb                             
libdrm-nouveau2                                                                2.4.114-1+b1                                             deb                             
libdrm-radeon1                                                                 2.4.114-1+b1                                             deb                             
libdrm2                                                                        2.4.114-1+b1                                             deb                             
libedit2                                                                       3.1-20221030-2                                           deb                             
libelf1                                                                        0.188-2.1                                                deb                             
liberror-perl                                                                  0.17029-2                                                deb                             
libexpat1                                                                      2.5.0-1+deb12u2                                          deb                             
libext2fs2                                                                     1.47.0-2+b2                                              deb                             
libffi8                                                                        3.4.4-1                                                  deb                             
libflac12                                                                      1.4.2+ds-2                                               deb                             
libfontconfig1                                                                 2.14.1-4                                                 deb                             
libfontenc1                                                                    1:1.1.4-1                                                deb                             
libfreetype6                                                                   2.12.1+dfsg-5+deb12u4                                    deb                             
libfribidi0                                                                    1.0.8-2.1                                                deb                             
libgbm1                                                                        22.3.6-1+deb12u2                                         deb                             
libgcc-s1                                                                      12.2.0-14+deb12u1                                        deb                             
libgcrypt20                                                                    1.10.1-3+deb12u1                                         deb                             
libgdbm-compat4                                                                1.23-3                                                   deb                             
libgdbm6                                                                       1.23-3                                                   deb                             
libgl1                                                                         1.6.0-1                                                  deb                             
libgl1-mesa-dri                                                                22.3.6-1+deb12u2                                         deb                             
libglapi-mesa                                                                  22.3.6-1+deb12u2                                         deb                             
libglib2.0-0                                                                   2.74.6-2+deb12u9                                         deb                             
libglvnd0                                                                      1.6.0-1                                                  deb                             
libglx-mesa0                                                                   22.3.6-1+deb12u2                                         deb                             
libglx0                                                                        1.6.0-1                                                  deb                             
libgmp10                                                                       2:6.2.1+dfsg1-1.1                                        deb                             
libgnutls30                                                                    3.7.9-2+deb12u7                                          deb                             
libgpg-error0                                                                  1.46-1                                                   deb                             
libgpm2                                                                        1.20.7-10+b1                                             deb                             
libgraphite2-3                                                                 1.3.14-1+deb12u1                                         deb                             
libgssapi-krb5-2                                                               1.20.1-2+deb12u5                                         deb                             
libharfbuzz-subset0                                                            6.0.0+dfsg-3                                             deb                             
libharfbuzz0b                                                                  6.0.0+dfsg-3                                             deb                             
libhogweed6                                                                    3.8.1-2                                                  deb                             
libice6                                                                        2:1.0.10-1                                               deb                             
libicu72                                                                       72.1-3+deb12u1                                           deb                             
libidn2-0                                                                      2.3.3-1+b1                                               deb                             
libintl                                                                        0.21                                                     java-archive                    
libjpeg62-turbo                                                                1:2.1.5-2                                                deb                             
libjq1                                                                         1.6-2.1+deb12u2                                          deb                             
libk5crypto3                                                                   1.20.1-2+deb12u5                                         deb                             
libkeyutils1                                                                   1.6.3-2                                                  deb                             
libkrb5-3                                                                      1.20.1-2+deb12u5                                         deb                             
libkrb5support0                                                                1.20.1-2+deb12u5                                         deb                             
libldap-2.5-0                                                                  2.5.13+dfsg-5                                            deb                             
libllvm15                                                                      1:15.0.6-4+b1                                            deb                             
liblz4-1                                                                       1.9.4-1                                                  deb                             
liblzma5                                                                       5.4.1-1+deb12u1                                          deb                             
libm                                                                           0.2.16                                                   rust-crate    (+1 duplicate)    
libmagic-mgc                                                                   1:5.44-3                                                 deb                             
libmagic1                                                                      1:5.44-3                                                 deb                             
libmariadb3                                                                    1:10.11.18-0+deb12u1                                     deb                             
libmd0                                                                         1.0.4-2                                                  deb                             
libminizip1                                                                    1.1-8+deb12u1                                            deb                             
libmnl0                                                                        1.0.4-3                                                  deb                             
libmount1                                                                      2.38.1-5+deb12u3                                         deb                             
libmp3lame0                                                                    3.100-6                                                  deb                             
libmpg123-0                                                                    1.31.2-1+deb12u1                                         deb                             
libncurses6                                                                    6.4-4                                                    deb                             
libncursesw6                                                                   6.4-4                                                    deb                             
libnettle8                                                                     3.8.1-2                                                  deb                             
libnghttp2-14                                                                  1.52.0-1+deb12u3                                         deb                             
libnpmaccess                                                                   10.0.3                                                   npm                             
libnpmdiff                                                                     8.0.9                                                    npm                             
libnpmexec                                                                     10.1.8                                                   npm                             
libnpmfund                                                                     7.0.9                                                    npm                             
libnpmorg                                                                      8.0.1                                                    npm                             
libnpmpack                                                                     9.0.9                                                    npm                             
libnpmpublish                                                                  11.1.2                                                   npm                             
libnpmsearch                                                                   9.0.1                                                    npm                             
libnpmteam                                                                     8.0.2                                                    npm                             
libnpmversion                                                                  8.0.2                                                    npm                             
libnspr4                                                                       2:4.35-1                                                 deb                             
libnss3                                                                        2:3.87.1-1+deb12u2                                       deb                             
libogg0                                                                        1.3.5-3                                                  deb                             
libonig5                                                                       6.9.8-1                                                  deb                             
libopenh264-7                                                                  2.3.1+dfsg-3+deb12u2                                     deb                             
libopus0                                                                       1.3.1-3                                                  deb                             
libp11-kit0                                                                    0.24.1-2                                                 deb                             
libpam-modules                                                                 1.5.2-6+deb12u2                                          deb                             
libpam-modules-bin                                                             1.5.2-6+deb12u2                                          deb                             
libpam-runtime                                                                 1.5.2-6+deb12u2                                          deb                             
libpam0g                                                                       1.5.2-6+deb12u2                                          deb                             
libpango-1.0-0                                                                 1.50.12+ds-1                                             deb                             
libpangocairo-1.0-0                                                            1.50.12+ds-1                                             deb                             
libpangoft2-1.0-0                                                              1.50.12+ds-1                                             deb                             
libpcre2-8-0                                                                   10.42-1                                                  deb                             
libperl5.36                                                                    5.36.0-7+deb12u3                                         deb                             
libpixman-1-0                                                                  0.42.2-1                                                 deb                             
libpng16-16                                                                    1.6.39-2+deb12u5                                         deb                             
libpq-dev                                                                      15.18-0+deb12u1                                          deb                             
libpq5                                                                         15.18-0+deb12u1                                          deb                             
libpsl5                                                                        0.21.2-1                                                 deb                             
libpulse0                                                                      16.1+dfsg1-2+b1                                          deb                             
libreadline8                                                                   8.2-1.3                                                  deb                             
librtmp1                                                                       2.4+20151223.gitfa8646d.1-2+b2                           deb                             
libsasl2-2                                                                     2.1.28+dfsg-10                                           deb                             
libsasl2-modules-db                                                            2.1.28+dfsg-10                                           deb                             
libseccomp2                                                                    2.5.4-1+deb12u1                                          deb                             
libselinux1                                                                    3.4-1+b6                                                 deb                             
libsemanage-common                                                             3.4-1                                                    deb                             
libsemanage2                                                                   3.4-1+b5                                                 deb                             
libsensors-config                                                              1:3.6.0-7.1                                              deb                             
libsensors5                                                                    1:3.6.0-7.1                                              deb                             
libsepol2                                                                      3.4-2.1                                                  deb                             
libsm6                                                                         2:1.2.3-1                                                deb                             
libsmartcols1                                                                  2.38.1-5+deb12u3                                         deb                             
libsndfile1                                                                    1.2.0-1+deb12u1                                          deb                             
libsodium23                                                                    1.0.18-1+deb12u1                                         deb                             
libsqlite3-0                                                                   3.40.1-2+deb12u2                                         deb                             
libss2                                                                         1.47.0-2+b2                                              deb                             
libssh2-1                                                                      1.10.0-3+b1                                              deb                             
libssl-dev                                                                     3.0.20-1~deb12u2                                         deb                             
libssl3                                                                        3.0.20-1~deb12u2                                         deb                             
libstdc++6                                                                     12.2.0-14+deb12u1                                        deb                             
libsystemd0                                                                    252.39-1~deb12u2                                         deb                             
libtasn1-6                                                                     4.19.0-2+deb12u1                                         deb                             
libthai-data                                                                   0.1.29-1                                                 deb                             
libthai0                                                                       0.1.29-1                                                 deb                             
libtinfo6                                                                      6.4-4                                                    deb                             
libtirpc-common                                                                1.3.3+ds-1                                               deb                             
libtirpc3                                                                      1.3.3+ds-1                                               deb                             
libudev1                                                                       252.39-1~deb12u2                                         deb                             
libunistring2                                                                  1.0-2                                                    deb                             
libuuid1                                                                       2.38.1-5+deb12u3                                         deb                             
libvorbis0a                                                                    1.3.7-1                                                  deb                             
libvorbisenc2                                                                  1.3.7-1                                                  deb                             
libwayland-server0                                                             1.21.0-1                                                 deb                             
libx11-6                                                                       2:1.8.4-2+deb12u2                                        deb                             
libx11-data                                                                    2:1.8.4-2+deb12u2                                        deb                             
libx11-xcb1                                                                    2:1.8.4-2+deb12u2                                        deb                             
libxau6                                                                        1:1.0.9-1                                                deb                             
libxaw7                                                                        2:1.0.14-1                                               deb                             
libxcb-dri2-0                                                                  1.15-1                                                   deb                             
libxcb-dri3-0                                                                  1.15-1                                                   deb                             
libxcb-glx0                                                                    1.15-1                                                   deb                             
libxcb-present0                                                                1.15-1                                                   deb                             
libxcb-randr0                                                                  1.15-1                                                   deb                             
libxcb-render0                                                                 1.15-1                                                   deb                             
libxcb-shape0                                                                  1.15-1                                                   deb                             
libxcb-shm0                                                                    1.15-1                                                   deb                             
libxcb-sync1                                                                   1.15-1                                                   deb                             
libxcb-xfixes0                                                                 1.15-1                                                   deb                             
libxcb1                                                                        1.15-1                                                   deb                             
libxcomposite1                                                                 1:0.4.5-1                                                deb                             
libxdamage1                                                                    1:1.1.6-1                                                deb                             
libxdmcp6                                                                      1:1.1.2-3                                                deb                             
libxext6                                                                       2:1.3.4-1+b1                                             deb                             
libxfixes3                                                                     1:6.0.0-2                                                deb                             
libxft2                                                                        2.3.6-1                                                  deb                             
libxi6                                                                         2:1.8-1+b1                                               deb                             
libxinerama1                                                                   2:1.1.4-3                                                deb                             
libxkbcommon0                                                                  1.5.0-1                                                  deb                             
libxkbfile1                                                                    1:1.1.0-1                                                deb                             
libxml2                                                                        2.9.14+dfsg-1.3~deb12u6                                  deb                             
libxmu6                                                                        2:1.1.3-3                                                deb                             
libxmuu1                                                                       2:1.1.3-3                                                deb                             
libxnvctrl0                                                                    525.85.05-3~deb12u1                                      deb                             
libxpm4                                                                        1:3.5.12-1.1+deb12u1                                     deb                             
libxrandr2                                                                     2:1.5.2-2+b1                                             deb                             
libxrender1                                                                    1:0.9.10-1.1                                             deb                             
libxshmfence1                                                                  1.3-1                                                    deb                             
libxt6                                                                         1:1.2.1-1.1                                              deb                             
libxtables12                                                                   1.8.9-2                                                  deb                             
libxtst6                                                                       2:1.2.3-1.1                                              deb                             
libxv1                                                                         2:1.0.11-1.1                                             deb                             
libxxf86dga1                                                                   2:1.1.5-1                                                deb                             
libxxf86vm1                                                                    1:1.1.4-1+b2                                             deb                             
libxxhash0                                                                     0.8.1-1                                                  deb                             
libz3-4                                                                        4.8.12-3.1                                               deb                             
libzstd1                                                                       1.5.4+dfsg2-5                                            deb                             
lie                                                                            3.1.1                                                    npm                             
lightningcss                                                                   1.32.0                                                   npm           (+1 duplicate)    
lightningcss-linux-arm64-gnu                                                   1.32.0                                                   npm           (+1 duplicate)    
lightningcss-linux-arm64-musl                                                  1.32.0                                                   npm           (+1 duplicate)    
lilconfig                                                                      2.1.0                                                    npm                             
lilconfig                                                                      3.1.3                                                    npm                             
lines-and-columns                                                              1.2.4                                                    npm                             
linkifyjs                                                                      4.3.3                                                    npm                             
linux-raw-sys                                                                  0.12.1                                                   rust-crate    (+1 duplicate)    
linux-raw-sys                                                                  0.4.15                                                   rust-crate    (+1 duplicate)    
litemap                                                                        0.8.1                                                    rust-crate    (+1 duplicate)    
ljharb-monorepo-symlink-test                                                   0.0.0                                                    npm           (+1 duplicate)    
loader-utils                                                                   0.2.17                                                   npm                             
loader-utils                                                                   3.2.1                                                    npm                             
loadjs                                                                         4.2.0                                                    npm                             
local-pkg                                                                      1.1.2                                                    npm                             
local-pkg                                                                      1.2.1                                                    npm                             
localforage                                                                    1.10.0                                                   npm                             
locate-path                                                                    6.0.0                                                    npm           (+1 duplicate)    
lock_api                                                                       0.4.14                                                   rust-crate    (+1 duplicate)    
lodash                                                                         4.17.21                                                  npm                             
lodash                                                                         4.18.1                                                   npm                             
lodash-es                                                                      4.17.21                                                  npm                             
lodash.camelcase                                                               4.3.0                                                    npm                             
lodash.clonedeep                                                               4.5.0                                                    npm                             
lodash.debounce                                                                4.0.8                                                    npm           (+1 duplicate)    
lodash.isequal                                                                 4.5.0                                                    npm                             
lodash.isplainobject                                                           4.0.6                                                    npm                             
lodash.memoize                                                                 4.1.2                                                    npm                             
lodash.merge                                                                   4.6.2                                                    npm                             
lodash.sortby                                                                  4.7.0                                                    npm                             
lodash.uniq                                                                    4.5.0                                                    npm                             
log                                                                            0.4.29                                                   rust-crate    (+1 duplicate)    
log-symbols                                                                    4.1.0                                                    npm                             
login                                                                          1:4.13+dfsg1-1+deb12u2                                   deb                             
loglevel                                                                       1.9.2                                                    npm                             
logsave                                                                        1.47.0-2+b2                                              deb                             
longest-streak                                                                 3.1.0                                                    npm                             
loose-envify                                                                   1.4.0                                                    npm                             
lowlight                                                                       3.3.0                                                    npm                             
lru-cache                                                                      10.4.3                                                   npm                             
